GEOGRAPHY_CODE,CELL,OBS_VALUE,CELL_NAME,geo_code,geometry
E01008426,0,1654,All usual residents,E01008426,"POLYGON ((-1.55761583949546 54.969112751776805, -1.558739679158831 54.97236965824288, -1.559300067665333 54.97412703851525, -1.554103062308307 54.97506436097303, -1.55149801343491 54.97111101230655, -1.55761583949546 54.969112751776805))"
E01008427,0,1172,All usual residents,E01008427,"POLYGON ((-1.556972581550988 54.967159814595306, -1.556974367502679 54.96716472577271, -1.551198003848212 54.96729546632523, -1.554308288012893 54.9645626663821, -1.547610577435074 54.9664230324755, -1.542153160793933 54.96390235464035, -1.536428989367107 54.967846033000924, -1.541707128269697 54.962648630244665, -1.556765244018189 54.961133424901995, -1.556972581550988 54.967159814595306))"
E01008428,0,1295,All usual residents,E01008428,"POLYGON ((-1.547610577435074 54.9664230324755, -1.554308288012893 54.9645626663821, -1.551198003848212 54.96729546632523, -1.556974367502679 54.96716472577271, -1.55761583949546 54.969112751776805, -1.55149801343491 54.97111101230655, -1.546776752983995 54.970729986107855, -1.547610577435074 54.9664230324755))"
E01008429,0,1420,All usual residents,E01008429,"POLYGON ((-1.540349775757155 54.97606683560033, -1.541682395737612 54.97344560478674, -1.54761129523409 54.97537542013057, -1.546776752983995 54.970729986107855, -1.55149801343491 54.97111101230655, -1.554103062308307 54.97506436097303, -1.549920016527336 54.97582347084889, -1.536687592228741 54.977529182501904, -1.535145597926211 54.977569491227364, -1.53544137011611 54.975459493854075, -1.540349775757155 54.97606683560033))"
E01008430,0,1354,All usual residents,E01008430,"POLYGON ((-1.549920016527336 54.97582347084889, -1.542210411905291 54.97973047357319, -1.536687592228741 54.977529182501904, -1.549920016527336 54.97582347084889))"
E01008431,0,1353,All usual residents,E01008431,"POLYGON ((-1.542210411905291 54.97973047357319, -1.549920016527336 54.97582347084889, -1.554103062308307 54.97506436097303, -1.552914002126693 54.98123998001478, -1.549490117387575 54.97870979604257, -1.547506503937216 54.98098250664641, -1.542210411905291 54.97973047357319))"
E01008432,0,1355,All usual residents,E01008432,"POLYGON ((-1.549490117387575 54.97870979604257, -1.552914002126693 54.98123998001478, -1.554103062308307 54.97506436097303, -1.559300067665333 54.97412703851525, -1.559268865422613 54.97419919753352, -1.557290854964572 54.98057198878537, -1.557473810720368 54.98088080690398, -1.549215047284409 54.983309111619654, -1.547506503937216 54.98098250664641, -1.549490117387575 54.97870979604257))"
E01008433,0,1383,All usual residents,E01008433,"POLYGON ((-1.550955635163582 54.986694786962275, -1.555006587415915 54.98355095098519, -1.558835116798841 54.985142771728434, -1.563070745660414 54.99156487142934, -1.562575082821096 54.992234396272025, -1.562054 54.9921363, -1.5618115 54.9919884, -1.5614442 54.9916672, -1.5612338 54.9914271, -1.5607095 54.9916074, -1.5601816 54.9918541, -1.5598304 54.9920299, -1.5595771 54.9921814, -1.5593007 54.9923161, -1.5586174 54.9927923, -1.5581981 54.9929486, -1.5569553 54.9932163, -1.5564446843288844 54.99335529949198, -1.5563590543865249 54.99337088481582, -1.5554875 54.9923941, -1.554855 54.9917899, -1.5541361 54.9911722, -1.5522768 54.9896947, -1.5521922 54.9897371, -1.5521661 54.9898262, -1.5521092 54.9898711, -1.5518931563881102 54.98995439007785, -1.551878167517246 54.98994292052581, -1.550955635163582 54.986694786962275))"
E01008434,0,1477,All usual residents,E01008434,"POLYGON ((-1.5399034453362541 54.98881808616748, -1.5397745 54.9886083, -1.5395075721608804 54.988296775127985, -1.539472721032262 54.988250880939596, -1.547933761233261 54.987173206506306, -1.550955635163582 54.986694786962275, -1.551878167517246 54.98994292052581, -1.551818813288574 54.989983051154624, -1.551703 54.9900277, -1.5513613 54.9900919, -1.5501946 54.990533, -1.54993 54.9903581, -1.5499352 54.9903175, -1.5495978 54.9904316, -1.5495375 54.9903772, -1.5494067 54.9904222, -1.5493109 54.9904736, -1.5491339 54.9906038, -1.5489735 54.9907759, -1.5488226 54.9910093, -1.548798 54.9911291, -1.5489693 54.9911308, -1.5489006 54.9913148, -1.5487333 54.9913445, -1.5486741 54.9915031, -1.5485131 54.9918162, -1.5483391 54.9920938, -1.5481735 54.9923023, -1.5479083464416146 54.992606536037066, -1.545781462360493 54.98902496530223, -1.5457667898806184 54.98902737095257, -1.5457658 54.9890196, -1.5452693969347722 54.98910892182336, -1.5447930704878758 54.98918701870199, -1.5441125 54.9892897, -1.5428356 54.989498, -1.5421726 54.9895956, -1.5406976 54.9898629, -1.5406968939681083 54.989862949918766, -1.5399034453362541 54.98881808616748))"
E01008435,0,1474,All usual residents,E01008435,"POLYGON ((-1.557473810720368 54.98088080690398, -1.558835116798841 54.985142771728434, -1.555006587415915 54.98355095098519, -1.550955635163582 54.986694786962275, -1.547933761233261 54.987173206506306, -1.54446927600959 54.98501990881469, -1.549215047284409 54.983309111619654, -1.557473810720368 54.98088080690398))"
E01008436,0,1489,All usual residents,E01008436,"POLYGON ((-1.535145597926211 54.977569491227364, -1.536687592228741 54.977529182501904, -1.542210411905291 54.97973047357319, -1.547506503937216 54.98098250664641, -1.549215047284409 54.983309111619654, -1.54446927600959 54.98501990881469, -1.547933761233261 54.987173206506306, -1.539472721032262 54.988250880939596, -1.539985669431778 54.98331883055075, -1.539969513285134 54.98332507852668, -1.5399715 54.9833133, -1.5396352 54.9831855, -1.5388962 54.9830383, -1.5380756 54.9829492, -1.5379902 54.9829241, -1.5378835 54.9829513, -1.5378466 54.9830177, -1.5378576 54.9830577, -1.5378147 54.9830772, -1.5377649 54.983064, -1.537719 54.9830978, -1.5377734 54.9831753, -1.5366508 54.9838107, -1.5363297 54.9839629, -1.536224 54.9840521, -1.5360205 54.9841941, -1.5358809 54.9842284, -1.5356784 54.984443, -1.5353287 54.9846793, -1.5348802 54.9849577, -1.5344458 54.9852603, -1.5336876 54.9857412, -1.5335499 54.9856564, -1.5334484 54.9855253, -1.5327686 54.9851579, -1.5326699 54.9850786, -1.5320950442264296 54.98477490128407, -1.5309537674431881 54.98408132640606, -1.5309429 54.984056, -1.5308453428509108 54.98401386774916, -1.535145597926211 54.977569491227364))"
E01008437,0,1219,All usual residents,E01008437,"POLYGON ((-1.65744974924663 54.9637786208064, -1.647861099879801 54.96581681750574, -1.647216734804437 54.96880401034764, -1.64185065844689 54.968817043269134, -1.628393505945999 54.960261186523574, -1.65744974924663 54.9637786208064))"
E01008438,0,1648,All usual residents,E01008438,"POLYGON ((-1.640713433949309 54.96873569055921, -1.637876806658691 54.96902819027946, -1.636362090885227 54.966910818683324, -1.626942962129731 54.968688611798996, -1.619627387300218 54.962808707510504, -1.628393505945999 54.960261186523574, -1.64185065844689 54.968817043269134, -1.640713433949309 54.96873569055921))"
E01008439,0,1828,All usual residents,E01008439,"POLYGON ((-1.637717390177065 54.973127747624254, -1.630775981228282 54.97192085015071, -1.629549978636176 54.971731739856075, -1.626895932260075 54.968706438632545, -1.626942962129731 54.968688611798996, -1.636362090885227 54.966910818683324, -1.637876806658691 54.96902819027946, -1.637717390177065 54.973127747624254))"
E01008441,0,1649,All usual residents,E01008441,"POLYGON ((-1.694012313348306 55.001305553099854, -1.694467860738633 54.997282661140126, -1.687518206336497 54.99593878508322, -1.69701523514738 54.99631715133604, -1.700247390736219 54.99850180975461, -1.704061017650426 55.00139201517043, -1.701613309874059 55.004659445328855, -1.700250667995063 55.00404902882317, -1.694012313348306 55.001305553099854))"
E01008442,0,1374,All usual residents,E01008442,"POLYGON ((-1.718526860510176 54.99789761823193, -1.720170489238311 55.00083311877287, -1.721023137725689 55.002764818019436, -1.711219739206645 55.00463996997805, -1.713191221344006 54.99952951144343, -1.718526860510176 54.99789761823193))"
E01008443,0,1433,All usual residents,E01008443,"POLYGON ((-1.727912331322133 55.00256738784993, -1.720170489238311 55.00083311877287, -1.718526860510176 54.99789761823193, -1.724137817720833 54.998314669209336, -1.724062869508963 54.995092929276794, -1.729968729458855 54.99502213761479, -1.747861463160902 55.0011348927468, -1.768852999170039 55.003524315781114, -1.7738015187226543 55.003968238710065, -1.7738015757082268 55.003968576056714, -1.7694909795909475 55.00369958801346, -1.7693858 55.0036625, -1.7685872 55.0036008, -1.7685356701619035 55.00363997518799, -1.7676466931448436 55.00358450161037, -1.7670289 55.0035376, -1.7670289 55.0035367, -1.7664459230437248 55.00350957164915, -1.7660545312014135 55.00348514817663, -1.7648177 55.0033761, -1.7630472 55.0032351, -1.7628036 55.003187, -1.7627035 55.0032012, -1.761883 55.0031529, -1.7607953 55.0030861, -1.7595498 55.0030126, -1.7579899 55.002952, -1.7579587 55.0029457, -1.7579134 55.0029384, -1.7578681 55.0029338, -1.7578228 55.002931, -1.7577759 55.0029309, -1.7577305 55.0029326, -1.7576852 55.002937, -1.7576398 55.0029432, -1.757596 55.0029512, -1.757549 55.0029637, -1.7575036 55.0029789, -1.7574613 55.0029959, -1.7574346 55.0030066, -1.7574048 55.003021, -1.7573782 55.0030362, -1.7573546 55.0030523, -1.7573358 55.0030675, -1.7573185 55.0030864, -1.7573027 55.0031061, -1.7571939 55.0032623, -1.7565498 55.0032565, -1.7566582 55.0036952, -1.7567082 55.0039478, -1.7567475 55.0041816, -1.7567337 55.0043972, -1.756718 55.0046632, -1.7566731 55.0050971, -1.75661 55.0054582, -1.756616 55.0054978, -1.7566702 55.005577, -1.7566262 55.0056272, -1.7566088 55.0059057, -1.7567184 55.0061441, -1.7568439 55.0065972, -1.7568489 55.0070645, -1.7568618 55.0077664, -1.7568617 55.0077852, -1.7568631 55.0078113, -1.7568632235268478 55.007821299792454, -1.737962366654146 55.01223492375112, -1.721119036458617 55.00951487352519, -1.727912331322133 55.00256738784993))"
E01008444,0,1545,All usual residents,E01008444,"POLYGON ((-1.704061017650426 55.00139201517043, -1.700247390736219 54.99850180975461, -1.709905727133278 54.99972727582747, -1.713191221344006 54.99952951144343, -1.711219739206645 55.00463996997805, -1.711836377457731 55.00727349417822, -1.701613309874059 55.004659445328855, -1.704061017650426 55.00139201517043))"
E01008445,0,1930,All usual residents,E01008445,"POLYGON ((-1.687673893171009 54.999492619182504, -1.683727321744956 54.99881531516112, -1.680168130659929 54.99578102691685, -1.679768951931168 54.99510766741155, -1.682142263617326 54.99320608625006, -1.684546354427731 54.994462009976615, -1.687518206336497 54.99593878508322, -1.694467860738633 54.997282661140126, -1.694012313348306 55.001305553099854, -1.692284513987984 55.00064067332131, -1.687673893171009 54.999492619182504))"
E01008446,0,1417,All usual residents,E01008446,"POLYGON ((-1.69701523514738 54.99631715133604, -1.696628458877023 54.995065330107536, -1.70807990468985 54.996372334057014, -1.709027531351524 54.994478154433146, -1.709275576704962 54.994000549749266, -1.709905727133278 54.99972727582747, -1.700247390736219 54.99850180975461, -1.69701523514738 54.99631715133604))"
E01008447,0,1317,All usual residents,E01008447,"POLYGON ((-1.713095223146678 54.99430581134319, -1.724062869508963 54.995092929276794, -1.724137817720833 54.998314669209336, -1.718526860510176 54.99789761823193, -1.713191221344006 54.99952951144343, -1.709905727133278 54.99972727582747, -1.709275576704962 54.994000549749266, -1.713095223146678 54.99430581134319))"
E01008448,0,1482,All usual residents,E01008448,"POLYGON ((-1.711219739206645 55.00463996997805, -1.721023137725689 55.002764818019436, -1.720170489238311 55.00083311877287, -1.727912331322133 55.00256738784993, -1.721119036458617 55.00951487352519, -1.71723613275578 55.011095135106636, -1.711836377457731 55.00727349417822, -1.711219739206645 55.00463996997805))"
E01008449,0,1783,All usual residents,E01008449,"POLYGON ((-1.639621969974582 54.9734328285681, -1.642967506546516 54.97390274079349, -1.649222566843994 54.974894436218534, -1.64643719233744 54.97922442274093, -1.640040033780532 54.97763373915322, -1.639671079873249 54.974565532229526, -1.639621969974582 54.9734328285681))"
E01008450,0,1480,All usual residents,E01008450,"POLYGON ((-1.653595927197046 54.98597856781334, -1.656696779866759 54.98386943764645, -1.663466770099126 54.98508590327524, -1.658617591662188 54.98969216132045, -1.65677300298897 54.98993628546328, -1.655130942505857 54.989436917180754, -1.653595927197046 54.98597856781334))"
E01008451,0,1788,All usual residents,E01008451,"POLYGON ((-1.658617591662188 54.98969216132045, -1.663466770099126 54.98508590327524, -1.664058076920489 54.98528152361456, -1.667181788666813 54.986561268104104, -1.67111976026223 54.98859075315822, -1.669166206283452 54.98994308261852, -1.66653075802661 54.98953360509078, -1.658617591662188 54.98969216132045))"
E01008452,0,1428,All usual residents,E01008452,"POLYGON ((-1.641197791564271 54.98477023223102, -1.64999093180701 54.982906074754275, -1.653595927197046 54.98597856781334, -1.655130942505857 54.989436917180754, -1.638640519369375 54.98874368605457, -1.641197791564271 54.98477023223102))"
E01008453,0,1669,All usual residents,E01008453,"POLYGON ((-1.640082266497719 54.98402296861288, -1.646934717812446 54.97940697158925, -1.652981668587715 54.9794416905829, -1.65380437285505 54.98084443533078, -1.656696779866759 54.98386943764645, -1.653595927197046 54.98597856781334, -1.64999093180701 54.982906074754275, -1.641197791564271 54.98477023223102, -1.640082266497719 54.98402296861288))"
E01008455,0,1646,All usual residents,E01008455,"POLYGON ((-1.64643719233744 54.97922442274093, -1.649222566843994 54.974894436218534, -1.651355546095819 54.97524331582278, -1.653239239583615 54.975551410088904, -1.653280105280325 54.975558088432614, -1.653582268908532 54.975607490160534, -1.653592860481044 54.975609231330075, -1.653288245733357 54.97622980433649, -1.653253748576325 54.976300110533245, -1.652981668587715 54.9794416905829, -1.646934717812446 54.97940697158925, -1.64643719233744 54.97922442274093))"
E01008456,0,1498,All usual residents,E01008456,"POLYGON ((-1.692284513987984 55.00064067332131, -1.686118216919458 55.005917777177935, -1.686240852164392 55.002901780137336, -1.681135109111648 55.002503987147406, -1.687673893171009 54.999492619182504, -1.692284513987984 55.00064067332131))"
E01008457,0,1565,All usual residents,E01008457,"POLYGON ((-1.680300610156837 55.003680077609474, -1.680797978356251 55.00094040328301, -1.683727321744956 54.99881531516112, -1.687673893171009 54.999492619182504, -1.681135109111648 55.002503987147406, -1.686240852164392 55.002901780137336, -1.686118216919458 55.005917777177935, -1.692284513987984 55.00064067332131, -1.694012313348306 55.001305553099854, -1.700250667995063 55.00404902882317, -1.694096201047549 55.003670700415086, -1.694751746184018 55.00587393009387, -1.691306089570261 55.00637871813971, -1.685377168243739 55.007108145582094, -1.680244280795206 55.00397362276536, -1.680300610156837 55.003680077609474))"
E01008458,0,1661,All usual residents,E01008458,"POLYGON ((-1.665016712718092 55.02448593669309, -1.656377990807525 55.02498970379203, -1.659261974050555 55.02104615005866, -1.666478307024025 55.02219050364977, -1.668773409891511 55.01912100422468, -1.674941279520723 55.013763652069365, -1.680198352454019 55.01025420151486, -1.680247260449822 55.01022710195235, -1.68452992816922 55.011464198949014, -1.695148976120884 55.01548742490485, -1.700304037720822 55.00858269396245, -1.694751746184018 55.00587393009387, -1.694096201047549 55.003670700415086, -1.700250667995063 55.00404902882317, -1.701613309874059 55.004659445328855, -1.711836377457731 55.00727349417822, -1.71723613275578 55.011095135106636, -1.721119036458617 55.00951487352519, -1.737962366654146 55.01223492375112, -1.7568632235268478 55.007821299792454, -1.7568656927958712 55.00802119299911, -1.7565575482020488 55.01373327223171, -1.7565285 55.0140129, -1.7565273794877947 55.01402380699892, -1.7510717616254592 55.01561004080746, -1.7510439 55.0156076, -1.7509796 55.0158861, -1.7508199 55.0161679, -1.7507423 55.016334, -1.7507491 55.0164859, -1.7507293 55.0166512, -1.7507426 55.0167905, -1.7507355 55.0169253, -1.7506366 55.0174849, -1.7506217 55.0176152, -1.7505583 55.0180086, -1.7504922 55.0188253, -1.7505467 55.0196288, -1.7506108 55.0198851, -1.7506193586314973 55.02014906366861, -1.7502543997933697 55.023925025349925, -1.7502317 55.0240143, -1.7498375 55.0240054, -1.7489334 55.0240188, -1.7483672 55.024015, -1.7479666 55.024033, -1.747463 55.0240221, -1.7472487 55.0240279, -1.7470062 55.0240472, -1.7465198 55.0240336, -1.7460802 55.0240354, -1.7457439 55.0240455, -1.7453592 55.0240267, -1.7451824 55.0240326, -1.7449338 55.0240204, -1.7440968 55.024042, -1.7432365 55.0240492, -1.7426639 55.0240722, -1.7422193 55.0241252, -1.7420565 55.0241518, -1.7417433 55.0242123, -1.7415913 55.0242461, -1.7415083 55.0242621, -1.7409977 55.0243644, -1.7406141 55.0244255, -1.7400188 55.0245743, -1.7399668 55.0246309, -1.7399195 55.0246892, -1.7397977 55.0248974, -1.7396846 55.0252054, -1.7398841 55.0253163, -1.73992358420758 55.02534968338407, -1.7398532184772906 55.02584562478835, -1.7396397 55.0260976, -1.7394098 55.0263397, -1.7393047 55.0266199, -1.7392737 55.0268274, -1.7390889 55.0268512, -1.7379681 55.0269764, -1.7383404 55.0272181, -1.7385349 55.0273757, -1.7387562 55.027742, -1.73884 55.0278482, -1.7389113 55.0279562, -1.7390769 55.028218, -1.7391651 55.0283701, -1.7392649 55.0286677, -1.7393026 55.028888, -1.7393177 55.0292097, -1.7393074 55.0295889, -1.7392166 55.0295914, -1.7385519 55.0295783, -1.7382967 55.0296011, -1.7379522 55.0296543, -1.7376736 55.0296815, -1.7373934 55.0297088, -1.7371242 55.0297172, -1.736882 55.0296816, -1.7366149 55.0296253, -1.736307 55.0295761, -1.7354797 55.0295438, -1.7350885 55.0295519, -1.7346064 55.0295922, -1.7341493 55.0296442, -1.7337984 55.0297145, -1.7335178 55.0298019, -1.7333813 55.029851, -1.7333234 55.0298653, -1.7332028 55.0298821, -1.7331986 55.0298822, -1.732965 55.0298888, -1.7327458 55.0299072, -1.7325203 55.0299408, -1.7323151 55.0299916, -1.7322571 55.0300103, -1.7321879 55.0300524, -1.7320683 55.0301708, -1.7321326 55.0303758, -1.7321665 55.0304549, -1.7322012 55.0306509, -1.732207 55.030721, -1.7321372 55.0308521, -1.7320394 55.0309813, -1.7319669 55.031062, -1.7319005 55.0311715, -1.7318845 55.031219, -1.7318732 55.0312684, -1.7318674 55.0314302, -1.7318877 55.0316827, -1.7316729 55.0317461, -1.7312344 55.0318125, -1.7309338 55.0318424, -1.7306582 55.0318912, -1.7306236 55.0319073, -1.7302627 55.0320692, -1.7299984 55.0320542, -1.7296936 55.0320212, -1.7294714 55.0320252, -1.7292803 55.032058, -1.7290013 55.0321373, -1.72868 55.0322202, -1.7284243 55.0323239, -1.7281939 55.0323881, -1.7280967 55.0324202, -1.7278613 55.0325221, -1.727753 55.0325812, -1.7275786 55.0326895, -1.7274617 55.0326129, -1.7272349 55.0328361, -1.7270648 55.0330038, -1.726909 55.0331463, -1.72608 55.0331139, -1.7256953 55.0330843, -1.7255624 55.033075, -1.7254295 55.0330684, -1.7253732 55.0330674, -1.7252402 55.0330662, -1.7251072 55.0330686, -1.7250446 55.033072, -1.724935 55.0330799, -1.724827 55.0330913, -1.7247471 55.033101, -1.724625 55.0331196, -1.7245059 55.0331409, -1.7243868 55.0331658, -1.7243508 55.0331738, -1.7235849 55.0333015, -1.722614 55.0334314, -1.7222133515696851 55.03348148105379, -1.7145320282197913 55.034017882914426, -1.7145103 55.0340165, -1.7144336 55.0340172, -1.715531 55.0363616, -1.7155452048297792 55.03636828616815, -1.7158268551844287 55.03697011206088, -1.7158454 55.0370273, -1.7158777 55.03711, -1.71588357140375 55.03712282373539, -1.7128867926613416 55.03925261350492, -1.7124556 55.0393144, -1.7111447 55.0394829, -1.7113510655021995 55.0403440440954, -1.7099972034905584 55.04130622439284, -1.7093976 55.0413344, -1.7086057 55.0413433, -1.7085738 55.041647, -1.7086135 55.0420011, -1.7086398 55.0422546, -1.7083087 55.0421621, -1.7082165 55.0421421, -1.7081227 55.0421257, -1.708029 55.042112, -1.7080258 55.042112, -1.7079304 55.0421019, -1.7078335 55.0420954, -1.7077693 55.0420907, -1.7075894 55.0420822, -1.707566 55.0420804, -1.7073438 55.0420744, -1.7073376 55.0420744, -1.707037 55.042089, -1.7059836 55.0421206, -1.7053856 55.042147, -1.7049487 55.0421945, -1.7045417 55.0422061, -1.7039341 55.0422711, -1.703707 55.0422966, -1.7035469 55.0423546, -1.7031944 55.0424086, -1.7030534 55.0424361, -1.702854429478601 55.04252793831527, -1.6949410035502182 55.04289229652908, -1.6949016 55.0428868, -1.6949008212822332 55.04288764299288, -1.687258377169873 55.03985198948664, -1.680267670303438 55.0413003102066, -1.678853992300441 55.03866653308752, -1.667675435809877 55.041112268326444, -1.665016712718092 55.02448593669309))"
E01008459,0,1982,All usual residents,E01008459,"POLYGON ((-1.680244280795206 55.00397362276536, -1.685377168243739 55.007108145582094, -1.691306089570261 55.00637871813971, -1.693947584908787 55.00882832477687, -1.68452992816922 55.011464198949014, -1.680247260449822 55.01022710195235, -1.680244280795206 55.00397362276536))"
E01008460,0,1550,All usual residents,E01008460,"POLYGON ((-1.700304037720822 55.00858269396245, -1.695148976120884 55.01548742490485, -1.68452992816922 55.011464198949014, -1.693947584908787 55.00882832477687, -1.691306089570261 55.00637871813971, -1.694751746184018 55.00587393009387, -1.700304037720822 55.00858269396245))"
E01008469,0,1473,All usual residents,E01008469,"MULTIPOLYGON (((-1.5713201362671165 55.00400714556003, -1.5707621 55.0041871, -1.5703181 55.004342, -1.5702397 55.0043742, -1.5701897 55.0043886, -1.5701424 55.0044, -1.570083 55.0044106, -1.5700174 55.0044163, -1.5699718 55.004416, -1.5699324 55.0044125, -1.5698963 55.0044058, -1.5698446 55.0043921, -1.569809 55.0043774, -1.569754 55.0043306, -1.5697306 55.0043207, -1.5696679 55.0043019, -1.5696276 55.0042981, -1.5696028 55.0043, -1.5695326 55.0043109, -1.5693266 55.0043413, -1.5691207 55.0043837, -1.5688472 55.0044612, -1.5682612 55.0046178, -1.5677029 55.0046649, -1.567464 55.00471, -1.5671323 55.0048092, -1.5667252 55.0049498, -1.5665036 55.0050039, -1.5662238 55.0050417, -1.5658577 55.0051504, -1.564193 55.0057872, -1.563798 55.0059149, -1.5635876 55.0058886, -1.5634092 55.0058792, -1.5632677 55.0059639, -1.5627667 55.0060639, -1.5621003 55.0061441, -1.5615878 55.0062198, -1.5614275 55.0062189, -1.5612389 55.0062045, -1.5610801 55.0062315, -1.5609366 55.0062321, -1.5605317 55.0060687, -1.5595758 55.0058022, -1.5591468 55.0056837, -1.5585192697593775 55.00554173351328, -1.5713201362671165 55.00400714556003)), ((-1.571979682837182 55.00392807808281, -1.5726158308961211 55.0067923713633, -1.5726021 55.0067938, -1.5725229 55.006677, -1.5723711 55.0066936, -1.5719289 55.0047006, -1.5719241 55.0040954, -1.5719652923084977 55.00392980324196, -1.571979682837182 55.00392807808281)), ((-1.574610228461491 55.0063275533399, -1.574681 55.0065775, -1.5726952144681072 55.00678411186711, -1.574610228461491 55.0063275533399)), ((-1.577293089064236 55.00568793248608, -1.5780116096234722 55.00722269960428, -1.5779533 55.0072188, -1.577851 55.0070543, -1.5777288 55.0067994, -1.5776243 55.0064616, -1.5772864878969692 55.005689506270514, -1.577293089064236 55.00568793248608)), ((-1.5792098007421735 55.00978204784652, -1.5792003 55.0097843, -1.5789506 55.0095877, -1.5787905 55.0094296, -1.5786727 55.009269, -1.5784689 55.0088303, -1.5784015 55.0086418, -1.5783481 55.0081944, -1.5783568902953533 55.0079602225811, -1.5792098007421735 55.00978204784652)))"
E01008513,0,2235,All usual residents,E01008513,"MULTIPOLYGON (((-1.590824016847254 55.00870911382329, -1.60047038792424 55.00974837571849, -1.600367322798821 55.009988944417046, -1.6002513 55.0098308, -1.6000565 55.0098174, -1.5999848 55.0097288, -1.5989872 55.0096724, -1.5982305 55.009558, -1.5968415 55.009396, -1.5957152 55.0092861, -1.5936472 55.0090804, -1.5917882 55.0088841, -1.5913902 55.0088421, -1.5908383228042755 55.008789262669076, -1.590824016847254 55.00870911382329)), ((-1.594806656241757 55.02296833304471, -1.5947608555781476 55.02290175684327, -1.5949581674934312 55.022614684179636, -1.594806656241757 55.02296833304471)))"
E01008514,0,1807,All usual residents,E01008514,"MULTIPOLYGON (((-1.594806656241757 55.02296833304471, -1.5946678685665399 55.023037065250115, -1.59474 55.0229321, -1.5947608555781476 55.02290175684327, -1.594806656241757 55.02296833304471)), ((-1.5877150310081922 55.026480338282, -1.5873163 55.0259945, -1.5873704 55.0257676, -1.5877701 55.0254227, -1.5903105 55.0249845, -1.5910966432103824 55.02480565309018, -1.5877150310081922 55.026480338282)))"
E01008516,0,1317,All usual residents,E01008516,"MULTIPOLYGON (((-1.591128585438308 55.03236205263986, -1.5911195 55.0323613, -1.5911070631551647 55.032324982976675, -1.591128585438308 55.03236205263986)), ((-1.591723986307868 55.033567926453784, -1.5917268619336826 55.03358483588979, -1.5917228 55.0335728, -1.591656632336047 55.03339698348335, -1.591723986307868 55.033567926453784)), ((-1.5926344914658324 55.038921936222856, -1.5926267 55.0389219, -1.5925004 55.038232, -1.5924861396330035 55.038049588432976, -1.5926344914658324 55.038921936222856)), ((-1.5975119229537138 55.039560352535766, -1.5972396 55.0395469, -1.5956057 55.0394977, -1.5947326 55.0394307, -1.5939502 55.0393458, -1.5937156 55.0391653, -1.5937185775906426 55.0390777000185, -1.5975119229537138 55.039560352535766)))"
E01008531,0,1439,All usual residents,E01008531,"MULTIPOLYGON (((-1.558843780983485 55.00177075709455, -1.5588046457853708 55.00220554043752, -1.558825 55.0019008, -1.558830542353114 55.001771055763264, -1.558843780983485 55.00177075709455)), ((-1.5585046500690256 55.005538426093274, -1.5584926 55.0055357, -1.558502 55.0053905, -1.5584928 55.0047272, -1.5586685306363284 55.00371774945604, -1.5585046500690256 55.005538426093274)))"
E01008534,0,1372,All usual residents,E01008534,"POLYGON ((-1.560547420760958 54.99595257694304, -1.560279120499778 54.99640794399641, -1.558843780983485 55.00177075709455, -1.558830542353114 55.001771055763264, -1.5589063 54.9999976, -1.5595009 54.9980541, -1.559642 54.9977559, -1.5597772 54.9973939, -1.5600758 54.9968092, -1.5603207 54.996325, -1.5605453728388727 54.99595306412721, -1.560547420760958 54.99595257694304))"
E01008535,0,1473,All usual residents,E01008535,"MULTIPOLYGON (((-1.5452693969347722 54.98910892182336, -1.545055 54.9891475, -1.5447930704878758 54.98918701870199, -1.5452693969347722 54.98910892182336)), ((-1.545781462360493 54.98902496530223, -1.5479083464416146 54.992606536037066, -1.5479028 54.9926129, -1.5474239 54.9924372, -1.5469605 54.992096, -1.5468598 54.9918631, -1.5466675 54.9915451, -1.5465173 54.9913398, -1.5463998 54.9911334, -1.5460004 54.9899611, -1.5459168 54.9895179, -1.5457785 54.9891193, -1.5457667898806184 54.98902737095257, -1.545781462360493 54.98902496530223)), ((-1.551878167517246 54.98994292052581, -1.5518931563881102 54.98995439007785, -1.551818813288574 54.989983051154624, -1.551878167517246 54.98994292052581)), ((-1.5564446843288844 54.99335529949198, -1.5563646 54.9933771, -1.5563590543865249 54.99337088481582, -1.5564446843288844 54.99335529949198)), ((-1.560547420760958 54.99595257694304, -1.5605453728388727 54.99595306412721, -1.5605880169813604 54.99588246864965, -1.560547420760958 54.99595257694304)))"
